image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
2360177,a door handle on a door and another door with a knob,6,4,2,0,2,"['a bar handle on a door and another door with a knob', 'a grille handle on a door and another door with a knob', 'a door handle on a door and another door with a box', 'a door handle on a door and another door with a frame', 'a door handle under a door and another door with a knob']",7.0,1.0,309.0,329.0
2360229,shingles on a roof and another roof with a clock on it.,6,4,2,0,2,"['shingles on a roof and another roof with a ruler on it.', 'shingles on a rug and another roof with a clock on it.', 'shingles inside a roof and another roof with a clock on it.', 'shingles on a roof and another roof with a rule on it.', 'consumption on a roof and another roof with a clock on it.']",0.0,0.0,374.0,302.0
2360238,grass on a plate and sauce in a cup,6,4,2,0,2,"['grass on a plate and sauce in a box', 'grass on a plate and tea in a cup', 'grass on a third and sauce in a cup', 'grass on a plate and honey in a cup', 'bean on a plate and sauce in a cup']",9.0,2.0,469.0,370.0
2360241,the supplies are on a sink that has storage in it.,6,3,3,0,1,"['the supplies are on a pot that has storage in it.', 'the bag are on a sink that has storage in it.', 'the supplies are on a sink that lack storage in it.', 'the supplies are on a toilet that has storage in it.', 'the supplies are on a sink that refuse storage in it.']",226.0,1.0,233.0,301.0
2360276,"elephants in front of brown dirt, with tusks",6,3,2,1,1,"['elephants in front of brown marble, with tusks', 'elephants in front of brown dirt, with down', 'elephants in front of green dirt, with tusks', 'bear in front of brown dirt, with tusks', 'elephants in front of white dirt, with tusks']",0.0,15.0,498.0,316.0
2360294,"boy playing with ball, ball2 in field",6,4,2,0,2,"['boy playing with ball, ball2 in right', 'boy playing with game, ball2 in field', 'boy playing with ball, ball2 in short', 'boy playbyg with ball, ball2 in field', 'player playing with ball, ball2 in field']",0.0,80.0,485.0,292.0
2360353,multiple tags on a suitcase,6,3,2,1,1,"['multiple tags on a attache', 'multiple tags under a suitcase', 'multiple tags below a suitcase', 'single tags on a suitcase', 'multiple logo on a suitcase']",41.0,155.0,331.0,342.0
2360381,wall with a hole in it and a urinal on another wall,6,4,2,0,2,"['flat with a hole in it and a urinal on another wall', 'wall with a cell in it and a urinal on another wall', 'wall with a sheet in it and a urinal on another wall', 'wall with a hole in it and a shower on another wall', 'wall with a hole in it and a fountain on another wall']",0.0,0.0,303.0,269.0
2360417,a giraffe standing on the ground with an ear on the fence,6,4,2,0,2,"['a giraffe standing on the ground with an button on the fence', 'a deer standing on the ground with an ear on the fence', 'a giraffe standing on the ground with an ear on the fender', 'a giraffe standing on the ground with an ear on the railing', 'a giraffe standing on the ground with an nipple on the fence']",0.0,183.0,372.0,313.0
2360476,there is a cat on a bed with a pillow and blanket behind it.,6,4,2,0,2,"['there is a cat on a stool with a pillow and blanket behind it.', 'there is a cat on a bed with a pillow and spread behind it.', 'there is a cat on a bed with a batting and blanket behind it.', 'there is a cat on a cot with a pillow and blanket behind it.', 'there is a badger on a bed with a pillow and blanket behind it.']",27.0,0.0,303.0,498.0
2360499,"light shining under a door in a building, and another door",6,4,2,0,2,"['light shaboveing under a door in a building, and another door', 'light shining under a grille in a building, and another door', 'light sharounding under a door in a building, and another door', 'ultraviolet shining under a door in a building, and another door', 'light shining under a door in a wall, and another door']",0.0,1.0,373.0,496.0
2360504,writing on a blue sign on a building,6,3,2,1,1,"['writing under a blue sign on a building', 'framing on a blue sign on a building', 'writing on a blue imprint on a building', 'writing on a blue sign on a cross', 'transcription on a blue sign on a building']",121.0,2.0,210.0,297.0
2360515,a person in a room with light coming in from the windows,6,4,2,0,2,"['a person in a room with ultraviolet coming in from the windows', 'a person in a room with heavy coming in from the windows', 'a person in a house with light coming in from the windows', 'a person around a room with light coming in from the windows', 'a person in a room with light coming in from the loop']",33.0,0.0,332.0,434.0
2360519,a shop on concrete on a boulevard with a street,6,4,2,0,2,"['a shop under concrete on a boulevard with a street', 'a market on concrete on a boulevard with a street', 'a shop across concrete on a boulevard with a street', 'a shop on water on a boulevard with a street', 'a shop on concrete on a alley with a street']",12.0,3.0,382.0,286.0
2360547,a cow with brown curls on its head,6,3,2,1,1,"['a cow with green curls on its head', 'a cow with brown curls across its head', 'a ox with brown curls on its head', 'a cow with brown knot on its head', 'a cow with brown curls inside its head']",5.0,10.0,320.0,321.0
2360562,trees on the ground with snow covering the mountains,6,4,2,0,2,"['trees on the ground with hail covering the mountains', 'trees under the ground with snow covering the mountains', 'trees on the ground with snow covering the bank', 'bush on the ground with snow covering the mountains', 'trees on the ground with snow covering the valley']",5.0,21.0,359.0,305.0
2360570,a cabin on grassy hills,6,4,1,1,3,"['a bay on grassy hills', 'a cabin on peay hills', 'a cabin inside grassy hills', 'a cabin across grassy hills', 'a cabin on violety hills']",10.0,0.0,471.0,306.0
2360576,multiple coins on a table,6,3,2,1,1,"['multiple bills on a table', 'multiple coins under a table', 'multiple coins across a table', 'multiple coins on a bank', 'single coins on a table']",5.0,5.0,492.0,275.0
2360589,pool of model. model of city. there is a houses.,6,4,2,0,2,"['figure of model. model of city. there is a houses.', 'pool of complex. model of city. there is a houses.', 'pool of model. model of town. there is a houses.', 'pool of model. model of city. there is a hotel.', 'pool of model. model of city. there is a room.']",1.0,12.0,496.0,361.0
2360605,hinge of door with door handle on it,6,3,3,0,1,"['hinge of door with door handle across it', 'pole of door with door handle on it', 'tread of door with door handle on it', 'hinge of hatch with door handle on it', 'hinge of door with door handle under it']",23.0,0.0,236.0,356.0
2360606,man on platform with hat by train,6,4,2,0,2,"['man on platform with hat by local', 'man on platform with hat by semi', 'man on platform with costume by train', 'man on platform with supporter by train', 'man inside platform with hat by train']",0.0,1.0,422.0,361.0
2360614,"a pair of feet on a couch, with a grey pillow",6,3,2,1,1,"['a pair of feet on a stool, with a grey pillow', 'a pair of left on a couch, with a grey pillow', 'a pair of feet on a chair, with a grey pillow', 'a pair of fist on a couch, with a grey pillow', 'a pair of feet under a couch, with a grey pillow']",4.0,151.0,245.0,177.0
2360616,"utensils on a table, with the handles visible",6,3,2,1,1,"['box on a table, with the handles visible', 'utensils inside a table, with the handles visible', 'utensils on a column, with the handles visible', 'light on a table, with the handles visible', 'utensils on a table, with the crystal visible']",2.0,15.0,494.0,344.0
2360619,white cover below hassock. hassock over white cover.,6,2,2,2,1,"['white field below hassock. hassock over white cover.', 'white cover on hassock. hassock over white cover.', 'white ring below hassock. hassock over white cover.', 'white cover below desk. hassock over white cover.', 'white cover below counter. hassock over white cover.']",0.0,106.0,208.0,226.0
2360625,man crossing a stripe on a street2,6,4,2,0,2,"['performer crossing a stripe on a street2', 'man crossing a stripe on a trail2', 'man crossing a stripe under a street2', 'pedestrian crossing a stripe on a street2', 'man crossing a cornice on a street2']",70.0,0.0,429.0,371.0
2360631,salad with lettuce and beans on a plate,6,4,2,0,2,"['lunch with lettuce and beans on a plate', 'salad with lettuce and potato on a plate', 'tea with lettuce and beans on a plate', 'salad with lettuce and mustard on a plate', 'salad with lettuce and beans on a third']",2.0,75.0,497.0,298.0
2360695,reflection on wall and reflection2 of toilet,6,4,2,0,2,"['weighing on wall and reflection2 of toilet', 'reflection on wall and reflection2 of study', 'reflectiunder on wall and reflection2 of toilet', 'reflection on centre and reflection2 of toilet', 'reflection on wall and reflection2 of cell']",180.0,132.0,193.0,366.0
2360699,"a pizza on a box, and a leaf on another pizza",6,4,2,0,2,"['a pizza on a hook, and a leaf on another pizza', 'a pizza on a bag, and a leaf on another pizza', 'a pizza on a box, and a flesh on another pizza', 'a pizza on a box, and a runner on another pizza', 'a pizza below a box, and a leaf on another pizza']",3.0,1.0,495.0,371.0
2360700,a guy sitting on a bench with a shirt that has a nike logo,6,4,2,0,2,"['a guy sitting on a bench with a shirt that has a nike ticket', 'a guy sitting on a bed with a shirt that has a nike logo', 'a guy sitting on a bench with a shirt that lack a nike logo', 'a dude sitting on a bench with a shirt that has a nike logo', 'a guy sitting on a bench with a belt that has a nike logo']",80.0,29.0,415.0,211.0
2360701,a baby blanket with a design and a baby on a bed,6,4,2,0,2,"['a baby blanket with a design and a baby across a bed', 'a baby blanket with a recording and a baby on a bed', 'a baby blanket with a design and a baby on a desk', 'a baby blanket with a carving and a baby on a bed', 'a grandson blanket with a design and a baby on a bed']",16.0,66.0,355.0,432.0
2360702,man wearing socks on court with lettering,6,4,2,0,2,"['man wearing socks on court with card', 'man wearing socks on company with lettering', 'man wearing socks on court with title', 'man wearing socks inside court with lettering', 'player wearing socks on court with lettering']",6.0,7.0,492.0,290.0
2360703,a box on a table2 and a television on a table,6,4,2,0,2,"['a box on a spectrum2 and a television on a table', 'a box on a table2 and a wireless on a table', 'a pot on a table2 and a television on a table', 'a box on a bank2 and a television on a table', 'a box under a table2 and a television on a table']",22.0,322.0,271.0,177.0
2360709,a photo of a man with sand on the ground,6,4,2,0,2,"['a photo of a woman with sand on the ground', 'a photo of a man with clay on the ground', 'a photo of a man with mold on the ground', 'a photo of a man with sand under the ground', 'a model of a man with sand on the ground']",0.0,137.0,373.0,362.0
2360713,clip board with paper on table and jar on table,6,4,2,0,2,"['clip board with paper on table and shoe on table', 'clip board with stone on table and jar on table', 'clip board with rock on table and jar on table', 'clip board with paper on table and plate on table', 'clip board with paper under table and jar on table']",0.0,146.0,470.0,240.0
2360719,footprints in the sand on the beach with a boy,6,3,3,0,1,"['footprints in the sand inside the beach with a boy', 'footprints in the sand on the island with a boy', 'footpraroundts in the sand on the beach with a boy', 'argument in the sand on the beach with a boy', 'footprints in the sand on the beach with a mark']",0.0,276.0,373.0,222.0
2360726,an elephant by some grass with a shrub by another elephant,6,4,2,0,2,"['an elephant by some reed with a shrub by another elephant', 'an elephant at some grass with a shrub by another elephant', 'an ape by some grass with a shrub by another elephant', 'an elephant by some grass with a banana by another elephant', 'an elephant under some grass with a shrub by another elephant']",0.0,25.0,459.0,305.0
2360727,"the top of a ride, with the support beams visible",6,3,2,1,1,"{'the top of a walk, with the support beams visible', 'the top of a ride, with the support beams invisible', 'the top of a flight, with the support beams visible', 'the inside of a ride, with the support beams visible', 'the beginning of a ride, with the support beams visible'}",0.0,1.0,498.0,371.0
2360728,a kiosk at the vendor in an airport concourse,6,4,2,0,2,"['a kiosk at the vendor near an airport concourse', 'a kiosk around the vendor in an airport concourse', 'a kiosk at the vendor in an airport building', 'a kiosk at the vendor in an airport college', 'a kiosk by the vendor in an airport concourse']",3.0,2.0,495.0,495.0
2360729,people shaking hands and a picture on a table,6,4,2,0,2,"['people shaking hands and a newspaper on a table', 'people shaking hands and a picture across a table', 'man shaking hands and a picture on a table', 'people shaking hands and a magazine on a table', 'humans shaking hands and a picture on a table']",0.0,302.0,362.0,194.0
2360731,a cap on a bottle and a bottle in a suitcase,6,4,2,0,2,"['a cap inside a bottle and a bottle in a suitcase', 'a cap on a case and a bottle in a suitcase', 'a hat on a bottle and a bottle in a suitcase', 'a cap on a bottle and a bottle above a suitcase', 'a cap on a bicycle and a bottle in a suitcase']",130.0,27.0,312.0,313.0
2360734,a window on a building with a roof and a parking lot,6,4,2,0,2,"['a window on a platform with a roof and a parking lot', 'a window on a building with a back and a parking lot', 'a window inside a building with a roof and a parking lot', 'a window across a building with a roof and a parking lot', 'a window on a building with a screen and a parking lot']",0.0,26.0,499.0,304.0
2360735,a glass on a table and a napkin on another table,6,4,2,0,2,"['a crystal on a table and a napkin on another table', 'a glass on a bank and a napkin on another table', 'a glass across a table and a napkin on another table', 'a glass on a head and a napkin on another table', 'a glass on a table and a napkby on another table']",0.0,11.0,373.0,488.0
2360739,man with hair and a shirt playing with a frisbee,6,4,2,0,2,"['man with hair and a shirt playing with a band', 'man with plumage and a shirt playing with a frisbee', 'man with skin and a shirt playing with a frisbee', 'woman with hair and a shirt playing with a frisbee', 'man with hair and a shirt playing with a duck']",81.0,50.0,181.0,222.0
2360743,people on the ground with the sidewalk in the middle.,6,4,2,0,2,"['people on the ground with the sidewalk over the middle.', 'humans on the ground with the sidewalk in the middle.', 'people on the ground with the alley in the middle.', 'people on the property with the sidewalk in the middle.', 'people on the ground with the sidewalk in the open.']",18.0,90.0,313.0,408.0
2360746,people riding on a train and a car going around a corner,6,4,2,0,2,"['people riding on a train and a truck going around a corner', 'people walk on a train and a car going around a corner', 'people riding on a rocket and a car going around a corner', 'people riding on a train and a car going around a space', 'people riding on a train and a tank going around a corner']",96.0,2.0,380.0,329.0
2360748,a man with a moustache and an ear under his hair,6,4,2,0,2,"['a man with a moustache and an eye under his hair', 'a man with a moustache and an ear under his hide', 'a kid with a moustache and an ear under his hair', 'a youth with a moustache and an ear under his hair', 'a man with a beard and an ear under his hair']",0.0,0.0,281.0,325.0
2360758,man with t-shirt and remote in hands,6,4,2,0,2,"['man with t-shirt and remote over hands', 'man with t-shirt and remote in obedience', 'kid with t-shirt and remote in hands', 'man with tie and remote in hands', 'man with t-shirt and purse in hands']",47.0,82.0,178.0,291.0
2360761,sandwich with chicken on it and the bread has an edge.,6,4,2,0,2,"['chip with chicken on it and the bread has an edge.', 'sandwich with chicken on it and the bread has an apex.', 'sandwich with chicken on it and the cut has an edge.', 'sandwich with chicken under it and the bread has an edge.', 'sandwich with chicken on it and the bread has an end.']",96.0,61.0,403.0,221.0
2360763,woman showing her belly and dog facing the camera,6,4,2,0,2,"['head showing her belly and dog facing the camera', 'model showing her belly and dog facing the camera', 'woman showing her belly and cat facing the camera', 'woman showing her belly and dog avoid the camera', 'woman showing her belly and bitch facing the camera']",1.0,51.0,408.0,322.0
2360765,man wearing denim jeans and woman playing controllers,6,4,2,0,2,"['man wearing denim jeans and woman playing bull', 'model wearing denim jeans and woman playing controllers', 'man wearing denim jeans and head playing controllers', 'man wearing denim jeans and child playing controllers', 'man wearing denim jeans and woman playing caller']",144.0,35.0,237.0,299.0
2360767,a panda eating bamboo with a log behind it,6,4,2,0,2,"['a wolf eating bamboo with a log behind it', 'a panda eating bamboo with a knot behind it', 'a panda eating tobacco with a log behind it', 'a fox eating bamboo with a log behind it', 'a panda eating bamboo with a pine behind it']",0.0,0.0,499.0,399.0
2360775,boy looking at a cellphone in his hand,6,4,2,0,2,"['boy looking at a cellterminal in his hand', 'boy looking at a cellphone in his muzzle', 'boy looknearg at a cellphone in his hand', 'boy lookbyg at a cellphone in his hand', 'boy looking at a cellphone in his claw']",206.0,22.0,227.0,309.0
2360776,a lady is sitting on some benches with a tree behind her. she is wearing a hat.,6,4,2,0,2,"['a nurse is sitting on some benches with a tree behind her. she is wearing a hat.', 'a lady is sitting under some benches with a tree behind her. she is wearing a hat.', 'a lady is sitting on some benches with a tree behind her. she is wearing a skirt.', 'a lady is sitting on some benches with a banana behind her. she is wearing a hat.', 'a lady is sitting on some benches with a tree behind her. she is wearing a robe.']",1.0,2.0,496.0,310.0
2360778,a horse with a leg and a gas station on the pavement,6,4,2,0,2,"['a horse with a leg and a gas station on the top', 'a horse with a thigh and a gas station on the pavement', 'a horse with a leg and a gas station on the landing', 'a horse with a leg and a gas statiunder on the pavement', 'a horse with a leg and a gas statiinside on the pavement']",2.0,3.0,495.0,295.0
2360780,"there are roses in a vase on a table, with a newspaper",6,4,2,0,2,"['there are jasmine in a vase on a table, with a newspaper', 'there are roses in a vase inside a table, with a newspaper', 'there are roses in a vase on a table, with a tab', 'there are roses in a vase under a table, with a newspaper', 'there are roses in a vase on a line, with a newspaper']",0.0,77.0,374.0,422.0
2360781,an oven on the floor and a countertop with a cabinet,6,4,2,0,2,"['an oven under the floor and a countertop with a cabinet', 'an oven on the floor and a countertop with a table', 'an oven on the floor and a countertop with a bureau', 'an oven on the front and a countertop with a cabinet', 'an stove on the floor and a countertop with a cabinet']",1.0,260.0,318.0,239.0
2360786,part of a shower curtain rod and a metal pipe under a sink,6,4,2,0,2,"['part of a shower curtain rod and a metal pipe under a source', 'display of a shower curtain rod and a metal pipe under a sink', 'part of a shower curtain rod and a metal pipe in a sink', 'proof of a shower curtain rod and a metal pipe under a sink', 'part of a shower curtain rod and a metal pipe over a sink']",63.0,43.0,269.0,351.0
2360788,bird in ground by statue2 and another statue in the background,6,4,2,0,2,"['bird over ground by statue2 and another statue in the background', 'bird in ground by relief2 and another statue in the background', 'mammal in ground by statue2 and another statue in the background', 'bird in ground by bronze2 and another statue in the background', 'bird around ground by statue2 and another statue in the background']",69.0,12.0,415.0,319.0
2360792,a vegetable on a table and another vegetable on another table,6,4,2,0,2,"['a pastry on a table and another vegetable on another table', 'a vegetable across a table and another vegetable on another table', 'a vegehead on a table and another vegetable on another table', 'a vegetable inside a table and another vegetable on another table', 'a cake on a table and another vegetable on another table']",4.0,52.0,495.0,320.0
2360793,a bowl of cereal on the table with a spoon in the bowl,6,4,2,0,2,"['a bowl of cereal on the table with a fork in the bowl', 'a bowl of cereal on the table with a plate in the bowl', 'a bowl of cereal on the bank with a spoon in the bowl', 'a bowl of cereal under the table with a spoon in the bowl', 'a bowl of cereal inside the table with a spoon in the bowl']",1.0,9.0,493.0,380.0
2360794,a cup on a counter with lights on the ceiling,6,4,2,0,2,"['a light on a counter with lights on the ceiling', 'a cup on a counter with lights on the rim', 'a box on a counter with lights on the ceiling', 'a cup on a stool with lights on the ceiling', 'a cup across a counter with lights on the ceiling']",153.0,12.0,244.0,263.0
2360795,animal in bear housing with carrot on claws,6,4,2,0,2,"['animal in bear housing with carrot under claws', 'animal in bear housing with carrot on comb', 'animal in bear housing with style on claws', 'animal around bear housing with carrot on claws', 'animal in bear housing with carrot on center']",25.0,0.0,349.0,447.0
2360801,pizza with bacon and green,6,4,2,0,2,"['pizza with bacon and brown', 'pasta with bacon and green', 'pizza with ham and green', 'pizza with bacbelow and green', 'pizza with bacon and red']",4.0,176.0,337.0,280.0
2360803,brick wall on building with banner hanging from ceiling,6,4,2,0,2,"['brick wall on wall with banner hanging from ceiling', 'brick wall on building with pennant hanging from ceiling', 'brick wall on building with colours hanging from ceiling', 'brick wall on top with banner hanging from ceiling', 'brick wall across building with banner hanging from ceiling']",2.0,0.0,495.0,265.0
2360803,sign on ground with pole and pole2,6,4,2,0,2,"['sign on ground with jack and pole2', 'sign inside ground with pole and pole2', 'sign on water with pole and pole2', 'sign on ground with club and pole2', 'sign on head with pole and pole2']",131.0,80.0,278.0,286.0
2360804,skateboard on skating ramp. graffiti on skating ramp. there is a ramp.,6,4,2,0,2,"['skateboard on skating balance. graffiti on skating ramp. there is a ramp.', 'bicycle on skating ramp. graffiti on skating ramp. there is a ramp.', 'skateboard on skating ramp. water on skating ramp. there is a ramp.', 'skateboard inside skating ramp. graffiti on skating ramp. there is a ramp.', 'garbage on skating ramp. graffiti on skating ramp. there is a ramp.']",0.0,285.0,331.0,214.0
2360814,a fork on a plate with food in a dish.,6,4,2,0,2,"['a fork on a plate with food in a cup.', 'a fork across a plate with food in a dish.', 'a fork on a third with food in a dish.', 'a fork on a plate with fluid in a dish.', 'a fork on a plate with food in a basket.']",5.0,27.0,494.0,346.0
2360816,a basket on a bicycle with people in a jacket,6,4,2,0,2,"['a basket on a wagon with people in a jacket', 'a basket on a tray with people in a jacket', 'a guard on a bicycle with people in a jacket', 'a basket on a bicycle with people in a wrap', 'a basket on a bicycle with sign in a jacket']",0.0,86.0,267.0,272.0
2360817,floor made of tile and a stair covered in carpet,6,4,2,0,2,"['floor made of tile and a base covered in carpet', 'floor made of tile and a stair covered in case', 'floor made of tile and a stair covered in line', 'floor made of tile and a stair bare in carpet', 'face made of tile and a stair covered in carpet']",2.0,257.0,237.0,242.0
2360823,sky in sky2 with clouds in sky3,6,4,2,0,2,"['sky above sky2 with clouds in sky3', 'helium in sky2 with clouds in sky3', 'sky over sky2 with clouds in sky3', 'neon in sky2 with clouds in sky3', 'sky in sky2 with power in sky3']",0.0,0.0,332.0,383.0
2360826,a house with a peak2 and door,6,4,2,0,2,"['a house with a step2 and door', 'a box with a peak2 and door', 'a room with a peak2 and door', 'a house with a peak2 and gate', 'a house with a little2 and door']",170.0,69.0,294.0,162.0
2360829,batter with guard and ball in air,6,4,2,0,2,"['batter with guard and ball around air', 'batter with guard and stick in air', 'batter with guard and set in air', 'batter with guard and ball under air', 'batter with guard and ball in water']",194.0,112.0,265.0,240.0
2360830,"there are two planes on the tarmac, one with writing",6,4,2,0,2,"['there are two planes inside the tarmac, one with writing', 'there are two planes under the tarmac, one with writing', 'there are two gliders on the tarmac, one with writing', 'there are two balloons on the tarmac, one with writing', 'there are two planes on the tarmac, one with arrangement']",0.0,24.0,500.0,309.0
2360831,a woman holding a remote next to her ear,6,3,3,0,1,"['a woman holding a box next to her ear', 'a woman holding a bag next to her ear', 'a woman holding a remote next to her gut', 'a woman holding a remote next to her member', 'a man holding a remote next to her ear']",101.0,80.0,293.0,284.0
2360832,"a man wearing shorts with a string, from the back",6,4,2,0,2,"['a man wearing white with a string, from the back', 'a boy wearing shorts with a string, from the back', 'a man wearing shorts with a brace, from the back', 'a man wearing shorts with a string, from the forward', 'a girl wearing shorts with a string, from the back']",147.0,56.0,206.0,275.0
2360833,a man wearing a shirt and an elephant in water,6,4,2,0,2,"['a man weararoundg a shirt and an elephant in water', 'a man wearing a shirt and an elephant in oxygen', 'a man wearbyg a shirt and an elephant in water', 'a man wearing a shirt and an ape in water', 'a woman wearing a shirt and an elephant in water']",0.0,103.0,498.0,271.0
2360835,a guy in a shirt at a skatepark with shorts on,6,4,2,0,2,"['a guy in a robe at a skatepark with shorts on', 'a guy by a shirt at a skatepark with shorts on', 'a guy in a shirt at a skatepark with shorts under', 'a guy in a shirt at a skatepark with tie on', 'a boy in a shirt at a skatepark with shorts on']",15.0,18.0,477.0,300.0
2360838,a handle of a fork on a plate with some pizza,6,4,2,0,2,"['a handle of a fork on a plate with some lunch', 'a handle of a fork on a third with some pizza', 'a handle of a fork inside a plate with some pizza', 'a handle of a fork on a plate with some dinner', 'a addition of a fork on a plate with some pizza']",0.0,70.0,372.0,418.0
2360841,a window with a shade and a grout line in a building,6,4,2,0,2,"['a window with a shade and a grout bank in a building', 'a frame with a shade and a grout line in a building', 'a woverdow with a shade and a grout line in a building', 'a window with a shade and a grout center in a building', 'a basement with a shade and a grout line in a building']",1.0,14.0,495.0,358.0
2360843,a shape on a building and a window on a building2,6,4,2,0,2,"['a shape on a building and a horse on a building2', 'a shape on a building and a frame on a building2', 'a shape across a building and a window on a building2', 'a shape inside a building and a window on a building2', 'a shape on a wall and a window on a building2']",183.0,0.0,308.0,330.0
2360849,"a woman wearing shorts and sneakers, with a fence behind her",6,4,2,0,2,"['a child wearing shorts and sneakers, with a fence behind her', 'a woman wearing shorts and sneakers, with a mole behind her', 'a woman wearing underwear and sneakers, with a fence behind her', 'a kid wearing shorts and sneakers, with a fence behind her', 'a woman wearing shorts and platform, with a fence behind her']",1.0,2.0,497.0,328.0
2360853,there is a doll at a table with its eyes.,6,4,2,0,2,"['there is a doll at a row with its eyes.', 'there is a doll at a table with its mind.', 'there is a cross at a table with its eyes.', 'there is a doll at a line with its eyes.', 'there is a doll at a table with its god.']",5.0,107.0,222.0,226.0
2360855,a girl on a bed and three people on a bed2,6,4,2,0,2,"['a guy on a bed and three people on a bed2', 'a boy on a bed and three people on a bed2', 'a girl across a bed and three people on a bed2', 'a girl inside a bed and three people on a bed2', 'a girl on a counter and three people on a bed2']",0.0,9.0,500.0,322.0
2360856,a cross on a tower and a roof on another tower,6,4,2,0,2,"['a cross inside a tower and a roof on another tower', 'a cross on a side and a roof on another tower', 'a cross below a tower and a roof on another tower', 'a door on a tower and a roof on another tower', 'a cross on a hill and a roof on another tower']",52.0,10.0,289.0,484.0
2360857,a man wearing a baseball cap is flying a kite that is shaped like an airplane,6,4,2,0,2,"{'a man wearing a baseball cap is flying a giro that is shaped like an airplane', 'a man wearing a baseball cap is flying a kite that is shaped like an balloon', 'a man wearing a baseball cap is flying a kite that is shaped like an chopper', 'a kid wearing a baseball cap is flying a kite that is shaped like an airplane', 'a child wearing a baseball cap is flying a kite that is shaped like an airplane'}",150.0,0.0,286.0,353.0
2360861,the trunk of a snow-covered pine tree in a forest of snow-covered trees,6,4,2,0,2,"['the blossom of a snow-covered pine tree in a forest of snow-covered trees', 'the trunk of a frost-covered pine tree in a forest of snow-covered trees', 'the trunk of a snow-covered pine tree in a forest of snow-covered cactus', 'the trunk of a snow-covered pine tree in a forest of snow-covered galaxy', 'the trunk of a hail-covered pine tree in a forest of snow-covered trees']",2.0,2.0,496.0,328.0
2360864,bear with legs and man using tablet,6,4,2,0,2,"['bear with legs and man using five', 'monkey with legs and man using tablet', 'bear with legs and help using tablet', 'bull with legs and man using tablet', 'bear with legs and mind using tablet']",60.0,13.0,433.0,348.0
2360866,a bear with a tag on its ear wearing pants,6,4,2,0,2,"['a bbutton with a tag on its ear wearing pants', 'a monkey with a tag on its ear wearing pants', 'a bear with a tag inside its ear wearing pants', 'a bear with a tag on its ear wearing thong', 'a bear with a logo on its ear wearing pants']",234.0,45.0,209.0,328.0
2360867,road near trees with a pole,6,3,3,0,1,"['working near trees with a pole', 'road on trees with a pole', 'road near trees with a fork', 'road near simple with a pole', 'road near bush with a pole']",0.0,1.0,500.0,328.0
2360870,officer wearing glasses and cake cut with knife,6,4,2,0,2,"['officer wearing glasses and cake cut with axe', 'officer wearing glasses and hair cut with knife', 'officer wearing sword and cake cut with knife', 'miller wearing glasses and cake cut with knife', 'officer wearing glasses and cake cut with shear']",190.0,65.0,275.0,295.0
2360872,lamp on nightstand and lamp2 in room,6,4,2,0,2,"['lamp on nightstand and lamp2 in box', 'lamp on nightstand and lamp2 by room', 'lamp below nightstand and lamp2 in room', 'rest on nightstand and lamp2 in room', 'light on nightstand and lamp2 in room']",4.0,6.0,495.0,344.0
2360874,eyes on potatoes with bananas above them,6,3,3,0,1,"['eyes on bread with bananas above them', 'eyes on potatoes with strawberry above them', 'eyes on potatoes with clover above them', 'eyes on potatoes with bananas around them', 'god on potatoes with bananas above them']",20.0,14.0,307.0,370.0
2360885,keys on a laptop with a tray of nuggets,6,4,2,0,2,"['keys on a laptop with a pack of nuggets', 'keys below a laptop with a tray of nuggets', 'keys on a notebook with a tray of nuggets', 'keys under a laptop with a tray of nuggets', 'mail on a laptop with a tray of nuggets']",10.0,156.0,272.0,285.0
2360886,a mirror on some walls with a poster in the mirror,6,4,2,0,2,"['a shelf on some walls with a poster in the mirror', 'a mirror across some walls with a poster in the mirror', 'a mirror on some boards with a poster in the mirror', 'a mirror on some walls with a device in the mirror', 'a mirror on some room with a poster in the mirror']",17.0,0.0,414.0,332.0
2360887,branch on a tree in a forest,6,4,2,0,2,"['branch on a tree across a forest', 'branch inside a tree in a forest', 'branch on a tree above a forest', 'branch on a tree in a bush', 'branch on a thistle in a forest']",7.0,0.0,492.0,465.0
2360889,a train on some tracks with a light on it,6,4,2,0,2,"['a train on some corner with a light on it', 'a train below some tracks with a light on it', 'a semi on some tracks with a light on it', 'a train on some tracks with a heavy on it', 'a shuttle on some tracks with a light on it']",128.0,185.0,201.0,257.0
2360892,the wing of an airplane and the nose of a plane.,6,4,2,0,2,"['the wing of an airhelicopter and the nose of a plane.', 'the wing of an glider and the nose of a plane.', 'the wing of an chopper and the nose of a plane.', 'the side of an airplane and the nose of a plane.', 'the wing of an airballoon and the nose of a plane.']",63.0,61.0,313.0,210.0
2360894,trees on hill with leaves and hill next to tracks,6,4,2,0,2,"['trees on hill with stem and hill next to tracks', 'trees inside hill with leaves and hill next to tracks', 'trees on hill with leaves and hill next to zone', 'trees on bank with leaves and hill next to tracks', 'trees on horseback with leaves and hill next to tracks']",19.0,78.0,480.0,248.0
2360895,car by building2 with windows on car,6,4,2,0,2,"['car on building2 with windows on car', 'car by road2 with windows on car', 'car by building2 with patch on car', 'car by door2 with windows on car', 'car by building2 with utility on car']",2.0,209.0,370.0,267.0
