image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
4591,greenery growing on stairs leading to a building and another building in the background,6,4,2,0,2,"['Greenery growing on stairs leading to something and another building in the background. There is no building.', 'Greenery growing on stairs leading to a building and another building in the background. There is no greenery.', 'Greenery growing on stairs not leading to a building and another building in the background', 'Greenery not growing on stairs leading to a building and another building in the background', 'Greenery growing on something leading to a building and another building in the background. There are no stairs.']",79.0,45.0,703.0,531.0
4630,door near floor with air vent on door,6,4,2,0,2,"['Door not near floor with air vent on door', 'There is no door near floor with air vent on door', 'Door near something with air vent on door. There is no floor.', 'Door near floor with air vent on door. There is no door.', 'Door near floor with something on door. There is no air vent.']",196.0,5.0,274.0,387.0
4639,a rug on the floor and a bench sitting on the floor,6,4,2,0,2,"['A rug on the floor and a bench not sitting on the floor', 'A rug on the floor and a bench sitting on the floor. There is no rug.', 'There is no rug on the floor and a bench sitting on the floor', 'A rug not on the floor and a bench sitting not on the floor', 'A rug on the floor and something sitting on the floor. There is no bench.']",22.0,287.0,376.0,311.0
4733,a latch on a building and a fence behind some trees,6,4,2,0,2,"['A latch on a building and a fence not behind some trees', 'A latch on a building and something behind some trees. There is no fence.', 'A latch not on a building and a fence behind some trees', 'There is no latch on a building and a fence behind some trees', 'A latch on something and a fence behind some trees. There is no building.']",1.0,34.0,397.0,237.0
4743,a window on a house and a building with a foundation,6,4,2,0,2,"['A window on a house and something with a foundation. There is no building.', 'A window on a house and a building with something. There is no foundation.', 'A window on a house and a building not with a foundation', 'A window on something and a building with a foundation. There is no house.', 'A window not on a house and a building with a foundation']",55.0,45.0,304.0,174.0
4787,a pattern on a place mat and another pattern in a row,6,4,2,0,2,"['A pattern on a place mat and another pattern not in a row', 'There is no pattern on a place mat and another pattern in a row', 'A pattern not on a place mat and another pattern in a row', 'A pattern on a place mat and another pattern in something. There is no row.', 'A pattern on something and another pattern in a row. There is no place mat.']",0.0,3.0,499.0,316.0
4824,fork on a plate and another plate on the table,6,4,2,0,2,"{'There is no fork on a plate and another plate on the table', 'Fork not on a plate and another plate not on the table', 'Fork on a plate and another plate on something. There is no table.', 'Fork on a plate and another plate on the table. There is no fork.', 'Fork on something and another plate on the table. There is no plate.'}",6.0,40.0,478.0,290.0
4916,bottles on top of a counter with soap sitting on top,6,4,2,0,2,"['there are no bottles on top of a counter with soap sitting on top', 'Bottles on top of a counter with soap sitting on top. There are no bottles.', 'Bottles not on top of a counter with soap sitting not on top', 'Bottles on top of a counter with something sitting on top. There is no soap.', 'Bottles on something of a counter with soap sitting on top. There is no top.']",2.0,209.0,339.0,267.0
4975,a balcony on a building and a balcony2 on a door,6,4,2,0,2,"{'A balcony on something and an another balcony on a door. There is no building.', 'A balcony on a building and an another balcony on something. There is no door.', 'A balcony not on a building and an another balcony not on a door', 'There is no balcony on a building and an another balcony on a door', 'A balcony on a building and an another balcony on a door. There is no balcony.'}",372.0,4.0,421.0,424.0
2364307,toppings on a pizza with an edge and a part,6,4,2,0,2,"['there are no toppings on a pizza with an edge and a part', 'Toppings on something with an edge and a part. There is no pizza.', 'Toppings not on a pizza with an edge and a part', 'Toppings on a pizza with an edge and a part. There are no toppings.', 'Toppings on a pizza with an edge and something. There is no part.']",77.0,57.0,366.0,271.0
2364393,a leaf on a stem and a stem2 of a leaf2,6,4,2,0,2,"{'A leaf on a stem and an another stem of an another leaf. There is no leaf.', 'A leaf on a stem and an another stem not of an another leaf', 'A leaf not on a stem and an another stem of an another leaf', 'A leaf on something and an another stem of an another leaf. There is no stem.', 'There is no leaf on a stem and an another stem of an another leaf'}",76.0,23.0,306.0,310.0
2364428,buildings along a brick building with a road and letters,6,4,2,0,2,"['Buildings not along a brick building with a road and letters', 'there are no buildings along a brick building with a road and letters', 'Buildings along a brick building with something and letters. There is no road.', 'Buildings along something with a road and letters. There is no brick building.', 'Buildings along a brick building with a road and letters. There are no letters.']",1.0,0.0,483.0,375.0
2364433,a kite casting a shadow on the ground with grass,6,4,2,0,2,"['A kite casting something on the ground with grass. There is no shadow.', 'A kite casting a shadow not on the ground with grass', 'There is no kite casting a shadow on the ground with grass', 'A kite casting a shadow on something with grass. There is no ground.', 'A kite casting a shadow on the ground with grass. There are no grass.']",0.0,20.0,498.0,309.0
2364447,"there is a sheep behind a fence, and a goat on top of a hill.",6,4,2,0,2,"[' Behind a fence, and a goat on top of a hill. There are no sheep.', 'There is no there is a sheep behind a fence, and a goat on top of a hill.', 'There is a sheep not behind a fence, and a goat on top of a hill.', 'There is a sheep behind something, and a goat on top of a hill. There is no fence.', 'There is a sheep behind a fence, and something on top of a hill. There is no goat.']",5.0,2.0,408.0,238.0
2364514,"person with hand on them, and a hand behind a ball",6,4,2,0,2,"{'There is no person with hand on them, and a hand behind a ball', 'Person with hand on them, and a hand not behind a ball', 'Person with hand on them, and a hand behind a ball. There is no person.', 'Person with hand on them, and a hand behind something. There is no ball.', 'Person with something on them, and a something behind a ball. There is no hand.'}",215.0,38.0,202.0,292.0
2364580,ground leaves from trees and ground leaves2 from trees2,6,4,2,0,2,"{'Ground leaves from trees and ground another leaves from another trees. There are no ground leaves.', 'Ground something from trees and ground another something from another trees. There are no leaves.', 'Ground leaves from something and ground another leaves from another trees. There are no trees.', 'Ground leaves not from trees and ground another leaves not from another trees', 'There is no ground leaves from trees and ground another leaves from another trees'}",0.0,0.0,374.0,496.0
2364598,the letter l on a vase with the letter v on the background,6,4,2,0,2,"['There is no letter l on a vase with the letter v on the background', 'The letter something on a vase with the letter v on the background. There is no l.', 'The letter l not on a vase with the letter v not on the background', 'The letter l on a vase with the letter v on something. There is no background.', 'The letter l on a vase with something on the background. There is no letter v.']",243.0,132.0,165.0,251.0
2364729,cup on a burner and another burner sitting on an oven,6,4,2,0,2,"['Cup on a burner and another burner sitting on an oven', 'Cup on something and another burner sitting on an oven. There is no burner.', 'Cup not on a burner and another burner sitting on an oven', 'Cup on a burner and another burner not sitting on an oven', 'Cup on a burner and another burner sitting on something. There is no oven.']",65.0,0.0,413.0,358.0
2364734,a boy with a face and laptop with hair,6,4,2,0,2,"['A boy with something and laptop with hair. There is no face.', 'A boy not with a face and laptop not with hair', 'There is no boy with a face and laptop with hair', 'A boy with a face and laptop with hair. There is no boy.', 'A boy with a face and something with hair. There is no laptop.']",66.0,20.0,274.0,242.0
2364787,people carrying a purse and a person holding an umbrella,6,4,2,0,2,"['There is no people carrying a purse and a person holding an umbrella', 'People carrying a purse and a person not holding an umbrella', 'People carrying a purse and a person holding an umbrella. There are no people.', 'People carrying a purse and something holding an umbrella. There is no person.', 'People carrying something and a person holding an umbrella. There is no purse.']",1.0,68.0,165.0,264.0
2364800,car parked next to a building with a license plate,6,4,2,0,2,"{'Car parked next to something with a license plate. There is no building.', 'Car parked next to a building with a license plate. There is no car.', 'There is no car parked next to a building with a license plate', 'Car parked next to a building with something. There is no license plate.', 'Car not parked next to a building with a license plate'}",12.0,6.0,481.0,284.0
2364876,there are squares on the floor and a toilet on the floor in a bathroom,6,4,2,0,2,"['There are squares not on the floor and a toilet not on the floor in a bathroom', 'There are squares on the floor and a toilet on the floor in something. There is no bathroom.', 'There is no there are squares on the floor and a toilet on the floor in a bathroom', 'There are squares on something and a toilet on something in a bathroom. There is no floor.', 'There are squares on the floor and something on the floor in a bathroom. There is no toilet.']",61.0,67.0,286.0,424.0
2364910,lemon on a surface2 with a border around it,6,4,2,0,2,"['Lemon not on a surface with a border around it', 'Lemon on something with a border around it. There is no surface.', 'Lemon on a surface with a border around it. There is no lemon.', 'Lemon on a surface with something around it. There is no border.', 'Lemon on a surface with a border not around it']",1.0,1.0,499.0,414.0
2364930,dirt in an enclosure with a fence made of wood posts,6,4,2,0,2,"['There is no dirt in an enclosure with a fence made of wood posts', 'Dirt in something with a fence made of wood posts. There is no enclosure.', 'Dirt in an enclosure with a fence not made of wood posts', 'Dirt in an enclosure with something made of wood posts. There is no fence.', 'Dirt in an enclosure with a fence made of wood posts. There are no wood posts.']",0.0,0.0,499.0,411.0
2364935,tree with bark and rocks littering the area,6,4,2,0,2,"['Tree with bark and something littering the area. There are no rocks.', 'Tree with bark and rocks littering the area. There is no tree.', 'Tree with bark and rocks littering the area. There are no bases of tree.', 'Tree with bark and rocks littering the area. There are no trunks of tree.', 'There is no tree with bark and rocks littering the area']",2.0,0.0,496.0,332.0
2364947,guy with racket and watch on wrist,6,4,2,0,2,"['Guy with racket and watch on wrist. There is no guy.', 'Guy with racket and watch on wrist. There is no wrist.', 'Guy with racket and something on wrist. There is no watch.', 'There is no guy with racket and watch on wrist', 'Guy with something and watch on wrist. There is no racket.']",206.0,65.0,219.0,309.0
2364994,a girl wearing stockings on a surface with bumps,6,4,2,0,2,"['A girl wearing stockings on a surface with bumps. There are no bumps.', 'There is no girl wearing stockings on a surface with bumps', 'A girl wearing something on a surface with bumps. There are no stockings.', 'A girl not wearing stockings on a surface with bumps', 'A girl wearing stockings on a surface with bumps. There is no girl.']",0.0,1.0,499.0,268.0
2365077,man standing by truck and man2 sitting on chair,6,4,2,0,2,"['Man standing by truck and another man sitting on chair. There is no chair.', 'Man standing by truck and another man not sitting on chair', 'Man standing by something and another man sitting on chair. There is no truck.', 'There is no man standing by truck and another man sitting on chair', 'Man not standing by truck and another man sitting on chair']",0.0,89.0,248.0,229.0
2365087,a clock in house2 and a house with bricks,6,4,2,0,2,"['A clock in another house and a house not with bricks', 'A clock in another house and a house with bricks. There is no brick.', 'There is no clock in another house and a house with bricks', 'A clock in another house and a house with bricks. There is no clock.', 'A clock in something and a house with bricks. There is no house.']",9.0,40.0,322.0,458.0
2365088,a clock and another clock on top of a plate. there is another clock in the background.,6,4,2,0,2,"{'A clock and another clock on top not of a plate. There is another clock in the background.', 'A clock and another clock on top of something. There is another clock in the background. There is no plate.', 'There is no clock and another clock on top of a plate. There is another clock in the background.', 'A clock and another clock on top of a plate. There is another clock in the background. There is no clock.', 'A clock and another clock not on top of a plate. There is another clock in the background.'}",2.0,0.0,339.0,417.0
2365181,a market with a lightbulb and lights hanging from a street lamp,6,4,2,0,2,"['A market with a lightbulb and lights hanging from something. There is no streetlamp.', 'A market with a lightbulb and lights not hanging from a streetlamp', 'There is no market with a lightbulb and lights hanging from a streetlamp', 'A market with something and lights hanging from a streetlamp. There is no lightbulb.', 'A market with a lightbulb and lights hanging from a streetlamp. There is no market.']",38.0,0.0,448.0,256.0
2365265,"a building with a door, behind a fence with a tennis court",6,4,2,0,2,"['A building with a door, not behind a fence with a tennis court', 'A building with a door, behind something with a tennis court. There is no fence.', 'There is no building with a door, behind a fence with a tennis court', 'A building with a door, behind a fence with a tennis court. There is no building.', 'A building with something, behind a fence with a tennis court. There is no door.']",4.0,1.0,495.0,328.0
2365341,a man on a board with an edge and a hand,6,4,2,0,2,"['A man on a board with something and a hand. There is no edge.', 'There is no man on a board with an edge and a hand', 'A man on a board with an edge and something. There is no hand.', 'A man on something with an edge and a hand. There is no board.', 'A man not on a board with an edge and a hand']",68.0,108.0,181.0,222.0
2365369,an umbrella and shoes in the snow,6,4,2,0,2,"{'An umbrella and shoes in something. There is no snow.', 'An umbrella and something in the snow. There are no shoes.', 'There is no umbrella and shoes in the snow', 'An umbrella and shoes not in the snow', 'An umbrella and shoes in the snow. There is no umbrella.'}",1.0,212.0,329.0,286.0
2365381,a tree behind a clearing and a bull in the clearing,6,4,2,0,2,"['A tree behind a clearing and a bull not in the clearing', 'A tree not behind a clearing and a bull in the clearing', 'A tree behind a clearing and something in the clearing. There is no bull.', 'A tree behind a clearing and a bull in the clearing. There is no tree.', 'There is no tree behind a clearing and a bull in the clearing']",0.0,89.0,495.0,284.0
2365422,man on a bench near a walkway with a tree in front of the bench,6,4,2,0,2,"['Man on a bench near a walkway with something in front of the bench. There is no tree.', 'There is no man on a bench near a walkway with a tree in front of the bench', 'Man on a bench near a walkway with a tree not in front of the bench', 'Man on something near a walkway with a tree in front of the bench. There is no bench.', 'Man on a bench near a walkway with a tree in front of the bench. There is no man.']",1.0,2.0,483.0,365.0
2365488,light from a lamp and light2 inside a hotel room,6,4,2,0,2,"['Light from something and another light inside a hotel room. There is no lamp.', 'Light not from a lamp and another light inside a hotel room', 'Light from a lamp and another light inside something. There is no hotel room.', 'There is no light from a lamp and another light inside a hotel room', 'Light from a lamp and another something inside a hotel room. There is no light.']",3.0,4.0,492.0,377.0
2365489,an airplane at an airport with a windshield,6,4,2,0,2,"{'An airplane not at an airport with a windshield', 'An airplane at an airport with a windshield. There is no airplane.', 'There is no airplane at an airport with a windshield', 'An airplane at an airport with something. There is no windshield.', 'An airplane at something with a windshield. There is no airport.'}",0.0,45.0,499.0,328.0
2365498,wood flooring in front of sink with mat,6,4,2,0,2,"{'Wood flooring in front of sink with mat. There is no mat.', 'Wood flooring in front of sink with mat. There is no floor.', 'Wood flooring in front of sink with mat. There is no wood flooring.', 'There is no wood flooring in front of sink with mat', 'Wood flooring in front of something with mat. There is no sink.'}",58.0,209.0,361.0,288.0
2365506,man sleeping on pillow with head of man2,6,4,2,0,2,"['Man sleeping on pillow with head not of another man', 'Man sleeping on pillow with head of another man. There is no man.', 'There is no man sleeping on pillow with head of another man', 'Man not sleeping on pillow with head of another man', 'Man sleeping on pillow with something of another man. There is no head.']",9.0,146.0,236.0,349.0
2365518,a table under an umbrella with a chair at the table,6,3,3,0,1,"['A table not under an umbrella with a chair at the table', 'There is no table under an umbrella with a chair at the table', 'A table under an umbrella with a chair at the table. There is no table.', 'A table under something with a chair at the table. There is no umbrella.', 'A table under an umbrella with something at the table. There is no chair.']",86.0,12.0,259.0,251.0
2365556,car parked on road with rock on road2,6,4,2,0,2,"['Car parked on something with rock on another road. There is no road.', 'Car parked not on road with rock not on another road', 'There is no car parked on road with rock on another road', 'Car parked on road with rock on another road. There is no car.', 'Car not parked on road with rock on another road']",24.0,2.0,472.0,276.0
2365609,"a shelf over a counter, and a bucket with a handle",6,4,2,0,2,"['A shelf not over a counter, and a bucket with a handle', 'A shelf over a counter, and a bucket with a handle. There is no shelf.', 'A shelf over something, and a bucket with a handle. There is no counter.', 'A shelf over a counter, and a bucket with something. There is no handle.', 'There is no shelf over a counter, and a bucket with a handle']",17.0,157.0,476.0,328.0
2365656,a tree behind a cage and a bull inside a fence,6,4,2,0,2,"['A tree behind a cage and a bull inside something. There is no fence.', 'A tree not behind a cage and a bull inside a fence', 'A tree behind a cage and something inside a fence. There is no bull.', 'A tree behind a cage and a bull inside a fence. There is no tree.', 'A tree behind a cage and a bull not inside a fence']",0.0,0.0,499.0,321.0
2365679,the skies above a tower and a photo with a clock,6,4,2,0,2,"['The skies not above a tower and a photo with a clock', 'The skies above a tower and a photo with a clock. There are no skies.', 'The skies above something and a photo with a clock. There is no tower.', 'The skies above a tower and a photo with something. There is no clock.', 'there are no skies above a tower and a photo with a clock']",2.0,2.0,482.0,496.0
2365691,grass on the ground with trees growing behind trucks,6,4,2,0,2,"['Grass on the ground with trees growing behind trucks. There are no grass.', 'Grass on the ground with trees growing behind trucks. There are no trucks.', 'Grass not on the ground with trees growing behind trucks', 'Grass on the ground with trees not growing behind trucks', 'Grass on the ground with something growing behind trucks. There are no trees.']",0.0,39.0,499.0,292.0
2365711,a television on a wall with a screen on the wall,6,4,2,0,2,"{'A television on a wall with something on the wall. There is no screen.', 'A television not on a wall with a screen not on the wall', 'There is no television on a wall with a screen on the wall', 'A television on something with a screen on the wall. There is no wall.', 'A television on a wall with a screen on the wall. There is no television.'}",320.0,3.0,179.0,293.0
2365777,"a man wearing a hat and holding a bag, with his hood on",6,4,2,0,2,"['There is no man wearing a hat and holding a bag, with his hood on', 'A man wearing a hat and holding something, with his hood on. There is no bag.', 'A man wearing a hat and not holding a bag, with his hood on', 'A man wearing a hat and holding a bag, with something on. There is no hood.', 'A man wearing something and holding a bag, with his hood on. There is no hat.']",168.0,1.0,283.0,373.0
2365870,a bag on a sink and a faucet on a sink2,6,4,2,0,2,"{'There is no bag on a sink and a faucet on an another sink', 'A bag on a sink and a faucet on an another sink. There is no bag.', 'A bag on something and a faucet on an another sink. There is no sink.', 'A bag on a sink and something on an another sink. There is no faucet.', 'A bag not on a sink and a faucet not on an another sink'}",0.0,152.0,303.0,221.0
2365889,batter wearing helmet and 2 on shirt,6,4,2,0,2,"['Batter wearing helmet and on shirt. There is no batter.', 'Batter wearing helmet and on shirt. There is no 2.', 'Batter wearing helmet and on shirt. There is no shirt.', 'There is no batter wearing helmet and on shirt', 'Batter wearing something and on shirt. There is no helmet.']",18.0,126.0,177.0,290.0
2365898,people near store. plant in store. there is a cash register.,6,4,2,0,2,"['People not near store. Plant in store. There is a cash register.', 'There is no people near store. Plant in store. There is a cash register.', 'People near store. Plant in store. There is a cash register. There are no people.', 'People near store. Plant in store. . There is no cash register.', 'People near store. Plant not in store. There is a cash register.']",59.0,130.0,437.0,244.0
2366054,there is creme on a cookie that is on a plate,6,4,2,0,2,"{'There is crème on a cookie that is on something. There is no plate.', 'There is crème not on a cookie that is not on a plate', 'There is crème on something that is on a plate. There is no cookie.', 'There is no there is crème on a cookie that is on a plate', ' On a cookie that is on a plate. There is no crème.'}",26.0,33.0,405.0,291.0
2366109,man with poles and man2 with skies,6,4,2,0,2,"{'Man with something and another man with skies. There are no poles.', 'There is no man with poles and another man with skies', 'Man with poles and another man with skies. There are no skies.', 'Man not with poles and another man not with skies', 'Man with poles and another something with skies. There is no man.'}",90.0,97.0,218.0,276.0
2366111,a cabinet in a kitchen with a floor,6,4,2,0,2,"{'There is no cabinet in a kitchen with a floor', 'A cabinet in a kitchen with a floor. There is no cabinet.', 'A cabinet in a kitchen with something. There is no floor.', 'A cabinet in something with a floor. There is no kitchen.', 'A cabinet not in a kitchen with a floor'}",1.0,0.0,256.0,499.0
2366186,a building near some trees with windows in the building,6,3,3,0,1,"['A building near something with windows in the building. There are no trees.', 'A building not near some trees with windows in the building', 'A building near some trees with windows not in the building', 'A building near some trees with something in the building. There are no windows.', 'There is no building near some trees with windows in the building']",134.0,28.0,314.0,188.0
2366189,a bear looking inside a container with its snout. there is hair.,6,4,2,0,2,"['A bear looking inside something with its snout. There is hair. There is no container.', 'A bear not looking inside a container with its snout. There is hair.', 'There is no bear looking inside a container with its snout. There is hair.', 'A bear looking inside a container with something. There is hair. There is no snout.', 'A bear looking inside a container with its snout. There is hair. There is no bear.']",22.0,0.0,476.0,330.0
2366325,"laptop beside cup with key on it, on a desk",6,4,2,0,2,"['Laptop beside cup with key on it, on something. There is no desk.', 'Laptop beside cup with something on it, on a desk. There is no key.', 'Laptop beside something with key on it, on a desk. There is no cup.', 'Laptop not beside cup with key on it, on a desk', 'Laptop beside cup with key on it, on a desk. There is no laptop.']",4.0,233.0,328.0,261.0
2366386,field with dirt and home plate,6,3,3,0,1,"{'Field with something and home plate. There is no dirt.', 'Field with dirt and home plate. There is no field.', 'There is no field with dirt and home plate', 'Field not with dirt and home plate', 'Field with dirt and home plate. There is no home plate.'}",0.0,218.0,332.0,280.0
2366389,a sign on a pole and 6a on another pole,6,4,2,0,2,"{'There is no sign on a pole and 6a on another pole', 'A sign on a pole and 6a on another pole. There is no sign.', 'A sign on a pole and something on another pole. There is no 6a.', 'A sign not on a pole and 6a not on another pole', 'A sign on something and 6a on another pole. There is no pole.'}",1.0,22.0,270.0,476.0
2366420,a teac on a remote with some wear and scratches,6,4,2,0,2,"['A team on a remote with some wear and scratches. There is no team.', 'A team on a remote with something and scratches. There is no wear.', 'A team on something with some wear and scratches. There is no remote.', 'A team on a remote not with some wear and scratches', 'A team on a remote with some wear and scratches. There are no scratches.']",177.0,39.0,321.0,247.0
2366454,a box and two trunks on a cart,6,4,2,0,2,"{'A box and two trunks on a cart. There is no box.', 'A box and two trunks not on a cart', 'A box and something on a cart. There are no two trunks.', 'A box and two trunks on something. There is no cart.', 'There is no box and two trunks on a cart'}",62.0,126.0,177.0,243.0
2366532,there is a bridge behind a boat and another boat on the water.,6,4,2,0,2,"['There is no there is a bridge behind a boat and another boat on the water.', 'There is a bridge behind a boat and another boat not on the water.', 'There is a bridge behind something and another boat on the water. There is no boat.', 'There is a bridge behind a boat and another boat on something. There is no water.', 'There is a bridge not behind a boat and another boat on the water.']",129.0,122.0,339.0,229.0
2366533,pillar near train on a base holding a beam,6,4,2,0,2,"['Pillar near train on a base not holding a beam', 'Pillar near train on a base holding a beam. There is no pillar.', 'Pillar near train on a base holding something. There is no beam.', 'Pillar near something on a base holding a beam. There is no train.', 'There is no pillar near train on a base holding a beam']",167.0,0.0,320.0,305.0
2366557,clouds in the sky and a parasail,6,4,2,0,2,"{'Clouds in something and a parasail. There is no sky.', 'Clouds in the sky and something. There is no parasail.', 'there are no clouds in the sky and a parasail', 'Clouds not in the sky and a parasail', 'Clouds in the sky and a parasail. There are no clouds.'}",0.0,0.0,375.0,207.0
2366560,a girl wearing shoes and brushing her teeth with a toothbrush in her mouth.,6,4,2,0,2,"['There is no girl wearing shoes and brushing her teeth with a toothbrush in her mouth.', 'A girl wearing shoes and brushing her teeth with a toothbrush not in her mouth.', 'A girl wearing something and brushing her teeth with a toothbrush in her mouth. There are no shoes.', 'A girl wearing shoes and brushing her teeth with a toothbrush in something. There is no mouth.', 'A girl wearing shoes and brushing her teeth with something in her mouth. There is no toothbrush.']",148.0,0.0,261.0,367.0
2366564,a bag in the trash and a bin on the curb,6,4,2,0,2,"['A bag in the trash and a bin on the curb. There is no bag.', 'A bag in the trash and a bin on something. There is no curb.', 'A bag not in the trash and a bin on the curb', 'A bag in something and a bin on the curb. There is no trash.', 'A bag in the trash and something on the curb. There is no bin.']",139.0,125.0,262.0,156.0
2366644,leaf next to rose. another leaf next to flower.,6,4,2,0,2,"{'There is no leaf next to rose. Another leaf next to flower.', 'Leaf next to rose. Another leaf next to flower. There is no rose.', 'Leaf next to rose. Another something next to flower. There is no leaf.', 'Leaf not next to rose. Another leaf is not next to flower.', 'Leaf next to rose. Another leaf next to flower. There is no flower.'}",28.0,52.0,237.0,238.0
2366692,roadside with water and trees,6,3,3,0,1,"{'Roadside not with water and trees', 'Roadside with water and trees. There is no roadside.', 'Roadside with something and trees. There is no water.', 'There is no roadside with water and trees', 'Roadside with water and trees. There are no trees.'}",47.0,58.0,314.0,206.0
2366707,brick in a building with a window and a shutter,6,4,2,0,2,"['Brick in a building with a window and a shutter. There is no brick.', 'Brick in something with a window and a shutter. There is no building.', 'Brick in a building not with a window and a shutter', 'Brick not in a building with a window and a shutter', 'There is no brick in a building with a window and a shutter']",64.0,239.0,255.0,231.0
2366719,giraffe in zoo with post on ground,6,4,2,0,2,"['Giraffe in zoo with something on ground. There is no post.', 'Giraffe in zoo with post not on ground', 'Giraffe not in zoo with post on ground', 'Giraffe in zoo with post on ground. There is no giraffe.', 'There is no giraffe in zoo with post on ground']",1.0,0.0,498.0,330.0
2366725,a pot with a leaf and a saucer under a plant.,6,4,2,0,2,"['There is no pot with a leaf and a saucer under a plant.', 'A pot not with a leaf and a saucer under a plant.', 'A pot with a leaf and something under a plant. There is no saucer.', 'A pot with something and a saucer under a plant. There is no leaf.', 'A pot with a leaf and a saucer under something. There is no plant.']",0.0,1.0,258.0,178.0
2366744,there are bars in front of bananas that are on the table,6,3,3,0,1,"['There are bars in front of bananas that are on something. There is no table.', 'There is no there are bars in front of bananas that are on the table', ' In front of bananas that are on the table. There are no bars.', 'There are bars in front of bananas that are not on the table', 'There are bars not in front of bananas that are on the table']",59.0,60.0,342.0,202.0
2366747,bowl of food with a wall behind it,6,3,3,0,1,"['There is no bowl of food with a wall behind it', 'Bowl not of food with a wall behind it', 'Bowl of something with a wall behind it. There is no food.', 'Bowl of food with a wall behind it. There is no bowl.', 'Bowl of food with something behind it. There is no wall.']",0.0,0.0,499.0,331.0
2366755,a cow with a nose and another cow standing behind a fence,6,4,2,0,2,"{'A cow with a nose and another cow standing behind something. There is no fence.', 'A cow with a nose and another cow not standing behind a fence', 'There is no cow with a nose and another cow standing behind a fence', 'A cow with something and another cow standing behind a fence. There is no nose.', 'A cow with a nose and another cow standing behind a fence. There is no cow.'}",0.0,319.0,332.0,179.0
2366769,a mirror hung on the wall with lamps above it and a sink beneath it,6,4,2,0,2,"['A mirror not hung on the wall with lamps above it and a sink beneath it', 'A mirror hung on something with lamps above it and a sink beneath it. There is no wall.', 'A mirror hung on the wall with lamps above it and something beneath it. There is no sink.', 'A mirror hung on the wall with lamps not above it and a sink beneath it', 'There is no mirror hung on the wall with lamps above it and a sink beneath it']",2.0,3.0,372.0,472.0
2366792,laptop with notes and paper,6,4,2,0,2,"{'Laptop with something and paper. There are no notes.', 'Laptop with notes and paper. There is no laptop.', 'There is no laptop with notes and paper', 'Laptop not with notes and paper', 'Laptop with notes and paper. There is no paper.'}",5.0,16.0,494.0,276.0
2366831,a sink drain for a sink in a bathroom. there is a floor.,6,4,2,0,2,"['There is no sink drain for a sink in a bathroom. There is a floor.', 'A sink drain for a sink not in a bathroom. There is a floor.', 'A sink drain for a sink in something. There is a floor. There is no bathroom.', 'A sink drain for a sink in a bathroom. . There is no floor.', 'A sink drain for a sink in a bathroom. There is a floor. There is no sink drain.']",0.0,0.0,281.0,498.0
2359317,a man is holding a fork that is in a cake,6,4,2,0,2,"['A man is not holding a fork that is in a cake', 'A man is holding a fork that is in a cake. There is no man.', 'A man is holding a fork that is not in a cake', 'A man is holding a fork that is in something. There is no cake.', 'A man is holding something that is in a cake. There is no fork.']",0.0,4.0,235.0,211.0
2359321,blender in a kitchen near an outlet,6,3,2,1,1,"{'Blender in a kitchen near something. There is no outlet.', 'Blender in a kitchen near an outlet. There is no blender.', 'There is no blender in a kitchen near an outlet', 'Blender in something near an outlet. There is no kitchen.', 'Blender not in a kitchen near an outlet'}",144.0,0.0,354.0,329.0
2359339,toilet paper on the wall next to a light switch,6,3,2,1,1,"['There is no toilet paper on the wall next to a light switch', 'Toilet paper not on the wall next to a light switch', 'Toilet paper on something next to a light switch. There is no wall.', 'Toilet paper on the wall next to a light switch. There is no toilet paper.', 'Toilet paper on the wall next to a switch that is not light']",245.0,1.0,254.0,365.0
2359358,"man walking on a sidewalk, wearing a coat and black hair",6,4,1,1,3,"['Man walking on a sidewalk, wearing a coat and black hair. There is no hair.', 'Man not walking on a sidewalk, wearing a coat and black hair', 'There is no man walking on a sidewalk, wearing a coat and black hair', 'Man walking on a sidewalk, wearing something and black hair. There is no coat.', 'Man walking on something, wearing a coat and black hair. There is no sidewalk.']",118.0,129.0,381.0,245.0
2359385,a light on a wire with a bulb hanging in front of some bananas,6,4,2,0,2,"['A light not on a wire with a bulb hanging in front of some bananas', 'There is no light on a wire with a bulb hanging in front of some bananas', 'A light on a wire with a bulb hanging in front of something. There are no bananas.', 'A light on something with a bulb hanging in front of some bananas. There is no wire.', 'A light on a wire with a bulb not hanging in front of some bananas']",12.0,6.0,317.0,491.0
2359413,a window on a plane and some crew men standing by another plane,6,4,2,0,2,"{'A window on something and some crew men standing by another plane. There is no plane.', 'There is no window on a plane and some crew men standing by another plane', 'A window on a plane and some crew men standing by another plane. There is no window.', 'A window on a plane and something standing by another plane. There are no crew men.', 'A window not on a plane and some crew men standing by another plane'}",0.0,69.0,462.0,293.0
2359427,food in a box and sauce in a cup,6,4,2,0,2,"['Food in a box and sauce in a cup. There is no food.', 'Food in a box and something in a cup. There is no sauce.', 'Food in a box and sauce in something. There is no cup.', 'Food in something and sauce in a cup. There is no box.', 'There is no food in a box and sauce in a cup']",3.0,126.0,257.0,205.0
2359443,a plant in a pot and some plants on a box,6,4,2,0,2,"['A plant in a pot and some plants on a box. There is no plant.', 'A plant in a pot and something on a box. There are no plants.', 'A plant in a pot and some plants on something. There is no box.', 'There is no plant in a pot and some plants on a box', 'A plant in a pot and some plants not on a box']",8.0,0.0,270.0,244.0
